ID	OBJECTID	GoRI_TestFlag	GoRI_subset	F_Name	F_Type	Street	Town	OwnerTyp	P_Ground	B_Field	S_Field	F_Field	M_Field	B_Court	T_Court	V_Court	Track	SkatPark	IH_Rink	SH_Rink	Golf	Fishing	Boating	Hunting	Trails	Beach	Pool	ActiveRec	RestRoom	W_Path	B_Path	StateGrant	LWCFGrant	Lon	Lat	Conservation.Area	Description	Are.there.additional.names.for.this.recreational.area	Should.Be.Included.in.GoRI.	Not.Included..Why.	Allow.Dogs	Restrooms.Available.	Americans.with.Disabilities.Act..ADA..Parking	Stroller.Friendly	Picnic.Area	Acres.Miles	Contact.Info	Contact.Info.Seasonal	Link.for.More.Info
851	851	1	Y	Tefft River Access	Fishing / Boating	Mechanic	Hopkinton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.46806477	41.68238115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
852	852	1	Y	Beaver River Fishing Access	Fishing / Boating	Kingstown	Richmond	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.534327	41.64096236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
853	853	1	Y	Richmond Landing	Fishing / Boating	Church	Richmond	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.45997314	41.61198247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
854	854	1	Y	Asa Pond	Local Park	Galway	South Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	Y	-71.42350456	41.92908895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
855	855	1	Y	Barber Pond	Fishing / Boating	Barber's Pond	South Kingstown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.38853317	41.90652434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
856	856	1	Y	Narrow River	Fishing / Boating	Pollock	South Kingstown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.35998916	41.83300725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
857	857	1	Y	Potowomut Pond	Fishing / Boating	Potowomut	Warwick	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.35672106	41.75397863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
858	858	1	Y	Chapman Pond	Fishing / Boating	Town Landfill	Westerly	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	N	N	-71.49417606	41.45068969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
859	859	1	Y	White Rock	Fishing / Boating	State 78	Westerly	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.44985754	41.62131921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
860	860	1	Y	Breakhart Pond	Fishing / Boating	Austin Farm	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	N	N	-71.4503392	41.56654673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
861	861	1	Y	Bradford Landing	Fishing / Boating	Main	Westerly	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.44572182	41.57219403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
862	862	1	Y	Pleasant St Boat Launch	Fishing / Boating	Pleasant	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.44494143	41.66398368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
863	863	1	N	Pond St Boat Launch	Fishing / Boating	Billington	South Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.48092302	41.63557156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
864	864	1	N	Gooseberry Rd Boat Launch	Fishing / Boating	Gooseberry	South Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.19280863	41.66965736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
865	865	1	Y	South Ferry Rd	Local Park	Ferry	Narragansett	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	N	N	-71.81475363	41.34578753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
866	866	1	Y	Brickyard Pond	Fishing / Boating	Legion	Barrington	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.62875066	41.48749445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
867	867	NA	N	Sherman Ave	Fishing / Boating	Sherman	Bristol	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.4574364	41.69922648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
869	869	1	Y	Tarkiln Pond	Fishing / Boating	Mowry	Burrillville	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.55643422	41.67772099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
870	870	1	Y	Wallum Lake	Fishing / Boating	Shore	Burrillville	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.31445273	41.48736528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
871	871	1	Y	Spring Lake	Fishing / Boating	Black Hut	Burrillville	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.42273108	41.80641112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
872	872	1	Y	Wakefield Pond	Fishing / Boating	Lee	Burrillville	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.50656867	41.62625421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
873	873	1	Y	Wilson Reservoir	Fishing / Boating	Wallum Lake	Burrillville	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.48843669	41.61801879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
874	874	1	Y	Barton C. Hurley Landing	Fishing / Boating	Sanctuary	Charlestown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	Y	-71.2513151	41.51054907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
875	875	1	Y	Roaring Brook Pond	Fishing / Boating	Teft Hill	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.28565404	41.48954801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
876	876	1	Y	Wood River @ Route 165	Fishing / Boating	Ten Rod	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	N	N	-71.51863091	41.98285634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
877	877	1	Y	Keech Pond	Fishing / Boating	Indian	Glocester	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.40153375	41.86686674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
878	878	1	Y	Smith & Sayles Reservoir	Fishing / Boating	Point	Glocester	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.38202169	41.87954341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
879	879	1	Y	Switch Rd Canoe Access	Fishing / Boating	Hope Valley	Hopkinton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.38575421	41.86938453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
880	880	1	Y	Sakonnet Point	Fishing / Boating	Sakonnet Point	Little Compton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.41366516	41.82502027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
881	881	1	Y	Galilee Boat Ramp	Fishing / Boating	Great Island	Narragansett	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.41694241	41.81978802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
882	882	1	Y	Narrow River Canoe Access	Fishing / Boating	Boston Neck	Narragansett	FED	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.42959901	41.81097863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
883	883	1	Y	Pettaquamscutt Pond	Fishing / Boating	Gilbert Stuart	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.41385479	41.82219045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
884	884	1	Y	Wyoming Dam	Fishing / Boating	Bridge	Richmond	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.41982898	41.8107341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
885	885	1	Y	Indian Lake Boat Ramp	Fishing / Boating	Indian	South Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.43124453	41.82246751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
886	886	1	Y	Biscuit City	Fishing / Boating	Biscuit City	Richmond	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.40812108	41.82956203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
887	887	1	Y	Taylors Landing	Fishing / Boating	Kingstown	South Kingstown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.40843902	41.82589535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
888	888	1	Y	Tucker Pond	Fishing / Boating	Tuckertown	South Kingstown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.4079841	41.83946628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
889	889	1	Y	Worden Pond Boat Launch	Fishing / Boating	Worden's Pond	South Kingstown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.45684797	41.80653272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
890	890	1	Y	Stafford Pond	Fishing / Boating	Old Stafford Rd	Tiverton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.42042743	41.85160036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
891	891	1	Y	Main Street Boat Ramp	Fishing / Boating	Main	Westerly	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.41643669	41.82256082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
892	892	1	Y	Haines Park Boat Ramp	Fishing / Boating	Beach Point	East Providence	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	N	Y	-71.4301248	41.83490453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
893	893	1	Y	Browning Mill Pond	Fishing / Boating	K And G Ranch	Richmond	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.48212323	41.45229882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
894	894	1	Y	Monahan's Dock Fishing And Boating Access	Fishing / Boating	Ocean	Narragansett	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.51911571	41.70654058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
895	895	1	Y	Big River @ Burnt Saw Mill Rd	Fishing / Boating	Burnt Sawmill	West Greenwich	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.51488972	41.68590113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
896	896	1	Y	Big River@ Weaver Hill Road	Fishing / Boating	Weaver Hill Road	West Greenwich	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.52357398	41.69825259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
897	897	1	Y	Tarbox Pond	Fishing / Boating	Hopkins Hill	West Greenwich	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.68772598	41.96817607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
898	898	1	Y	Hopkins Mill Pond	Fishing / Boating	Winsor	Foster	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.83411245	41.38957284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
899	899	1	Y	Wood River Fishing Access @ Chariho Little League	Fishing / Boating	Nooseneck Hill	Hopkinton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.68793417	41.36110673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
900	900	1	Y	Pawtuxet River Fishing Access	Fishing / Boating	Hope Furnace	Scituate	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.49392489	41.3892169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
902	902	1	Y	Harrisville Pond Fishing Access	Fishing / Boating	Sherman Farm	Burrillville	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.45180621	41.69394837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
903	903	1	Y	Bellville Pond	Fishing / Boating	Oak Hill	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	N	Y	-71.40759351	41.78223708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
904	904	1	Y	Weaver Cove	Fishing / Boating	Unnamed	Portsmouth	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	Y	N	-71.2654819	41.71998813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
905	905	1	N	Fogland Boat Launch	Fishing / Boating	Fogland	Tiverton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.30757584	41.73987804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
906	906	1	Y	State Street Boat Launch	Fishing / Boating	State	Bristol	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.46801657	41.83044779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
907	907	1	Y	Town Dock	Fishing / Boating	Water	Warren	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.46141549	41.97454242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
910	910	1	Y	Central Falls Landing	Local Park	Broad	Central Falls	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	Y	N	-71.66116598	41.96745092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
911	911	1	Y	Willet Pond	Fishing / Boating	Willett	East Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	Y	-71.68173178	41.97035423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
912	912	1	Y	Homestead Boat Ramp	Fishing / Boating	Narragansett	Portsmouth	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.44909281	41.96418935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
913	913	1	Y	Charlestown Beach Kayak Launch	Fishing / Boating	Charlestown Beach	Charlestown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.46847795	41.96329052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
914	914	1	Y	High Banks	Fishing / Boating	Summit	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.42746977	41.9469985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
915	915	1	Y	Simmons Mill Pond	Fishing / Boating	Colebrook	Little Compton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.40279258	41.92814501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
916	916	1	Y	Corliss Landing	Local Park	Water	Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	Y	N	-71.39502326	41.9089914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
917	917	1	N	Collier Park Ramp	Fishing / Boating	Henderson	Providence	UTL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.50394691	41.89886084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
918	918	1	Y	Tillinghast Pond	Fishing / Boating	Plain	West Greenwich	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	N	N	-71.54341011	41.88348055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
919	919	1	Y	High Rocks Gorge	Conservation Area	Harkness	North Smithfield	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	N	N	-71.51172625	41.8823443	High Rocks Gorge	"The Blackstone river tumbles a quarter mile down this rocky gorge.  Access if from Blackstone, MA. Very dramatic at highwater."		Yes		Yes	No	No	No	No	NA	DEM Parks & Recreaion (401) 667-6200	NA	
920	920	1	Y	Oakland Forest	Conservation Area	Oakland Farm	Portsmouth	NGO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Y	N	-71.54110078	41.88148146	Oakland Forest										NA		NA	
921	921	1	Y	Rose Nulman Memorial Park	Local Park	Ocean	Narragansett	PRV	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	N	N	-71.37182855	41.87530182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
922	922	NA	N	Queen Ann Park	Local Park	Church	Newport	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.40139141	41.87454493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
923	923	NA	N	Peace & Plenty Park	Local Park	Peace Street	Providence	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.450707	41.86898437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
924	924	NA	N	Coventry Middle School	School	Foster Dr	Coventry	SCH	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.39626326	41.86854946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
925	925	NA	N	Rec Office Playground	Local Park	Frenchtown	East Greenwich	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.45812492	41.8590596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
926	926	NA	N	Sun Valley Playground	Local Park	Pequot	East Greenwich	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.47685579	41.85730518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
927	927	1	Y	Briggs/Boesch Farm	Conservation Area	South	East Greenwich	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	N	-71.39336992	41.84058839	Boesch Farm			No	no parking or developed trails						NA		NA	
928	928	1	N	Scalloptown Park	Conservation Area	Crompton	East Greenwich	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	N	N	-71.48765616	41.83846207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
929	929	NA	Y	Ten Mile River Greenway	Local Park	Ferris	East Providence	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	N	N	-71.54750651	41.83452776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
930	930	NA	N	Demery Park	Local Park	Riverview	Middletown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.47736886	41.81727159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
931	931	NA	N	Dunlap Wheeler Park	Local Park	Purgatory	Middletown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.45627961	41.81672819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
932	932	NA	Y	Paradise Valley ParK	Local Park	Prospect	Middletown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	N	N	-71.43764075	41.81743124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
933	933	NA	N	Wyatt Road Soccer Complex	Athletic Facility	Wyatt	Middletown	MUN	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.73156596	41.81411222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
934	934	NA	N	Robert Douglas Field	Athletic Facility	Wellington	Newport	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.4787441	41.77528967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
935	935	NA	N	Hogan Field	Athletic Facility	Wellington	Newport	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.45024389	41.76180698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
936	936	NA	N	Pop Flack Courts	Athletic Facility	King	Newport	MUN	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.29434247	41.75711812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
938	938	1	N	Pleasant Street Boat Ramp	Fishing / Boating	Pleasant	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	N	N	-71.41495135	41.75586405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
939	939	1	Y	Lee Romano Field	Athletic Facility	Greystone	North Providence	MUN	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	N	N	-71.38999155	41.75265727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
940	940	NA	N	Bushee Playground	Local Park	Merrimac	North Smithfield	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.41301743	41.74768183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
941	941	NA	N	Halliwell School Playground	School	Victory Highway	North Smithfield	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.33242448	41.74534637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
942	942	NA	N	Newell Ave Playground	Local Park	Newell	Pawtucket	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.40443365	41.74388046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
943	943	NA	N	Cunningham Elementary School Playground	School	Baldwin	Pawtucket	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.40664291	41.73954162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
944	944	NA	N	Veterans Park Amphitheater	Local Park	Roosevelt	Pawtucket	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.26663764	41.73001578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
945	945	NA	N	Curtis Elementary School	School	Benefit	Pawtucket	SCH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.39866987	41.72867944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
946	946	NA	N	Perez Park	Local Park	Pleasant	Pawtucket	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.30706734	41.73025596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
947	947	NA	Y	Hodgson Rotary Park	Local Park	Roosevelt	Pawtucket	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.39683593	41.71786742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
